Epoch Number,Max,Min,Mean,Std Dev
405,4,0,0.0754414,0.529384
406,4,0,0.076244,0.530028
407,4,0,0.0770465,0.53218
408,4,0,0.0778491,0.535824
409,4,0,0.0786517,0.540929
410,4,0,0.0794543,0.541554
411,4,0,0.0802568,0.543656
412,4,0,0.0810594,0.547219
413,4,0,0.081862,0.552214
414,4,0,0.0826645,0.552821
415,4,0,0.0834671,0.554876
416,4,0,0.0842697,0.555478
417,4,0,0.0850722,0.557521
418,4,0,0.0858748,0.560988
419,4,0,0.0866774,0.565855
420,4,0,0.0874799,0.566441
421,4,0,0.0882825,0.56844
422,4,0,0.0890851,0.571837
423,4,0,0.0898876,0.576607
424,4,0,0.0898876,0.576607
425,4,0,0.0898876,0.576607
426,4,0,0.0898876,0.576607
427,4,0,0.0898876,0.576607
428,4,0,0.0898876,0.576607
429,4,0,0.0898876,0.576607
430,4,0,0.0898876,0.576607
431,4,0,0.0898876,0.576607
432,4,0,0.0898876,0.576607
433,4,0,0.0898876,0.576607
434,4,0,0.0898876,0.576607
435,4,0,0.0898876,0.576607
436,4,0,0.0906902,0.577178
437,4,0,0.0914928,0.579135
438,4,0,0.0922953,0.582465
439,4,0,0.0930979,0.587145
440,4,0,0.0930979,0.587145
441,4,0,0.0930979,0.587145
442,4,0,0.0930979,0.587145
443,4,0,0.0930979,0.587145
444,4,0,0.0930979,0.587145
445,4,0,0.0930979,0.587145
446,4,0,0.0930979,0.587145
447,4,0,0.0930979,0.587145
448,4,0,0.0930979,0.587145
449,4,0,0.0930979,0.587145
450,4,0,0.0930979,0.587145
451,4,0,0.0930979,0.587145
452,4,0,0.0930979,0.587145
453,4,0,0.0930979,0.587145
454,4,0,0.0930979,0.587145
455,4,0,0.0930979,0.587145
456,4,0,0.0930979,0.587145
457,4,0,0.0930979,0.587145
458,4,0,0.0930979,0.587145
459,4,0,0.0930979,0.587145
460,4,0,0.0930979,0.587145
461,4,0,0.0930979,0.587145
462,4,0,0.0930979,0.587145
463,4,0,0.0930979,0.587145
464,4,0,0.0930979,0.587145
465,4,0,0.0930979,0.587145
466,4,0,0.0930979,0.587145
467,4,0,0.0930979,0.587145
468,4,0,0.0930979,0.587145
469,4,0,0.0930979,0.587145
470,4,0,0.0930979,0.587145
471,4,0,0.0930979,0.587145
472,4,0,0.0930979,0.587145
473,4,0,0.0930979,0.587145
474,4,0,0.0930979,0.587145
475,4,0,0.0930979,0.587145
476,4,0,0.0930979,0.587145
477,4,0,0.0930979,0.587145
478,4,0,0.0930979,0.587145
479,4,0,0.0930979,0.587145
480,4,0,0.0930979,0.587145
481,4,0,0.0930979,0.587145
482,4,0,0.0930979,0.587145
483,4,0,0.0930979,0.587145
484,4,0,0.0930979,0.587145
485,4,0,0.0930979,0.587145
486,4,0,0.0930979,0.587145
487,4,0,0.0930979,0.587145
488,4,0,0.0930979,0.587145
489,4,0,0.0930979,0.587145
490,4,0,0.0930979,0.587145
491,4,0,0.0930979,0.587145
492,4,0,0.0930979,0.587145
493,4,0,0.0930979,0.587145
494,4,0,0.0930979,0.587145
495,4,0,0.0930979,0.587145
496,4,0,0.0930979,0.587145
497,4,0,0.0930979,0.587145
498,4,0,0.0930979,0.587145
499,4,0,0.0930979,0.587145
500,4,0,0.0930979,0.587145
501,4,0,0.0930979,0.587145
502,4,0,0.0930979,0.587145
503,4,0,0.0930979,0.587145
504,4,0,0.0930979,0.587145
505,4,0,0.0930979,0.587145
506,4,0,0.0930979,0.587145
507,4,0,0.0930979,0.587145
508,4,0,0.0939005,0.587701
509,4,0,0.094703,0.589619
510,4,0,0.0955056,0.592886
511,4,0,0.0963082,0.59748
512,4,0,0.0971108,0.598022
513,4,0,0.0979133,0.599903
514,4,0,0.0987159,0.60311
515,4,0,0.0995185,0.607622
516,4,0,0.100321,0.608151
517,4,0,0.101124,0.609996
518,4,0,0.101926,0.61052
519,4,0,0.102729,0.612357
520,4,0,0.103531,0.615492
521,4,0,0.104334,0.619908
522,4,0,0.105136,0.62042
523,4,0,0.105939,0.622223
524,4,0,0.106742,0.625305
525,4,0,0.107544,0.629648
526,5,0,0.108347,0.635226
527,6,0,0.109149,0.642007
528,7,0,0.109952,0.649953
529,8,0,0.110754,0.659022
530,8,0,0.110754,0.659022
531,8,0,0.110754,0.659022
532,8,0,0.110754,0.659022
533,8,0,0.110754,0.659022
534,8,0,0.110754,0.659022
535,8,0,0.110754,0.659022
536,8,0,0.110754,0.659022
537,8,0,0.110754,0.659022
538,8,0,0.110754,0.659022
539,8,0,0.110754,0.659022
540,8,0,0.110754,0.659022
541,8,0,0.110754,0.659022
542,8,0,0.110754,0.659022
543,8,0,0.110754,0.659022
544,8,0,0.110754,0.659022
545,8,0,0.110754,0.659022
546,8,0,0.110754,0.659022
547,8,0,0.110754,0.659022
548,8,0,0.110754,0.659022
549,8,0,0.110754,0.659022
550,8,0,0.110754,0.659022
551,8,0,0.110754,0.659022
552,8,0,0.110754,0.659022
553,8,0,0.110754,0.659022
554,8,0,0.110754,0.659022
555,8,0,0.110754,0.659022
556,8,0,0.111557,0.659496
557,8,0,0.11236,0.661184
558,8,0,0.113162,0.664078
559,8,0,0.113965,0.668161
560,8,0,0.113965,0.668161
561,8,0,0.113965,0.668161
562,8,0,0.113965,0.668161
563,8,0,0.113965,0.668161
564,8,0,0.113965,0.668161
565,8,0,0.113965,0.668161
566,8,0,0.113965,0.668161
567,8,0,0.113965,0.668161
568,8,0,0.113965,0.668161
569,8,0,0.113965,0.668161
570,8,0,0.113965,0.668161
571,8,0,0.113965,0.668161
572,8,0,0.113965,0.668161
573,8,0,0.113965,0.668161
574,8,0,0.113965,0.668161
575,8,0,0.113965,0.668161
576,8,0,0.113965,0.668161
577,8,0,0.113965,0.668161
578,8,0,0.113965,0.668161
579,8,0,0.113965,0.668161
580,8,0,0.113965,0.668161
581,8,0,0.113965,0.668161
582,8,0,0.113965,0.668161
583,8,0,0.113965,0.668161
584,8,0,0.113965,0.668161
585,8,0,0.113965,0.668161
586,8,0,0.114767,0.668625
587,8,0,0.11557,0.670286
588,8,0,0.116372,0.673137
589,8,0,0.117175,0.677162
590,8,0,0.117978,0.677615
591,8,0,0.11878,0.679251
592,8,0,0.119583,0.682061
593,8,0,0.120385,0.686029
594,8,0,0.121188,0.686473
595,8,0,0.12199,0.688084
596,8,0,0.122793,0.690854
597,8,0,0.123596,0.694769
598,8,0,0.124398,0.695203
599,8,0,0.125201,0.696791
600,8,0,0.126003,0.697222
601,8,0,0.126806,0.698803
602,8,0,0.127608,0.701525
603,8,0,0.128411,0.705375
604,8,0,0.128411,0.705375
605,8,0,0.128411,0.705375
606,8,0,0.128411,0.705375
607,8,0,0.128411,0.705375
608,8,0,0.128411,0.705375
609,8,0,0.128411,0.705375
610,8,0,0.129213,0.705797
611,8,0,0.130016,0.707355
612,8,0,0.130819,0.710041
613,8,0,0.131621,0.713841
614,8,0,0.132424,0.714255
615,8,0,0.133226,0.715791
616,8,0,0.134029,0.718442
617,8,0,0.134831,0.722195
618,8,0,0.134831,0.722195
619,8,0,0.134831,0.722195
620,8,0,0.134
62,0.722195
621,8,0,0.134831,0.722195
622,8,0,0.134831,0.722195
623,8,0,0.134831,0.722195
624,8,0,0.134831,0.722195
625,8,0,0.134831,0.722195
626,8,0,0.134831,0.722195
627,8,0,0.134831,0.722195
628,8,0,0.134831,0.722195
629,8,0,0.134831,0.722195
630,8,0,0.134831,0.722195
631,8,0,0.134831,0.722195
632,8,0,0.134831,0.722195
633,8,0,0.134831,0.722195
634,8,0,0.134831,0.722195
635,8,0,0.134831,0.722195
636,8,0,0.134831,0.722195
637,8,0,0.134831,0.722195
638,8,0,0.134831,0.722195
639,8,0,0.134831,0.722195
640,8,0,0.134831,0.722195
641,8,0,0.134831,0.722195
642,8,0,0.134831,0.722195
643,8,0,0.134831,0.722195
644,8,0,0.135634,0.7226
645,8,0,0.136437,0.724115
646,8,0,0.137239,0.726731
647,8,0,0.138042,0.730438
648,8,0,0.138844,0.730835
649,8,0,0.139647,0.732329
650,8,0,0.140449,0.734913
651,8,0,0.141252,0.738575
652,8,0,0.142055,0.738965
653,8,0,0.142857,0.740439
654,8,0,0.14366,0.742991
655,8,0,0.144462,0.74661
656,8,0,0.144462,0.74661
657,8,0,0.144462,0.74661
658,8,0,0.144462,0.74661
659,8,0,0.144462,0.74661
660,8,0,0.144462,0.74661
661,8,0,0.144462,0.74661
662,8,0,0.144462,0.74661
663,8,0,0.144462,0.74661
664,8,0,0.144462,0.74661
665,8,0,0.144462,0.74661
666,8,0,0.144462,0.74661
667,8,0,0.144462,0.74661
668,8,0,0.144462,0.74661
669,8,0,0.144462,0.74661
670,8,0,0.144462,0.74661
671,8,0,0.144462,0.74661
672,8,0,0.144462,0.74661
673,8,0,0.144462,0.74661
674,8,0,0.144462,0.74661
675,8,0,0.144462,0.74661
676,8,0,0.144462,0.74661
677,8,0,0.144462,0.74661
678,8,0,0.144462,0.74661
679,8,0,0.144462,0.74661
680,8,0,0.144462,0.74661
681,8,0,0.144462,0.74661
682,8,0,0.144462,0.74661
683,8,0,0.144462,0.74661
684,8,0,0.144462,0.74661
685,8,0,0.144462,0.74661
686,8,0,0.144462,0.74661
687,8,0,0.144462,0.74661
688,8,0,0.144462,0.74661
689,8,0,0.144462,0.74661
690,8,0,0.144462,0.74661
691,8,0,0.144462,0.74661
692,8,0,0.144462,0.74661
693,8,0,0.144462,0.74661
694,8,0,0.144462,0.74661
695,8,0,0.144462,0.74661
696,8,0,0.144462,0.74661
697,8,0,0.144462,0.74661
698,8,0,0.144462,0.74661
699,8,0,0.144462,0.74661
700,8,0,0.145265,0.746992
701,8,0,0.146067,0.748447
702,8,0,0.14687,0.750969
703,8,0,0.147673,0.754546
704,8,0,0.148475,0.754921
705,8,0,0.149278,0.756357
706,8,0,0.15008,0.758849
707,8,0,0.150883,0.762386
708,8,0,0.151685,0.762753
709,8,0,0.152488,0.764171
710,8,0,0.152488,0.764171
711,8,0,0.152488,0.764171
712,8,0,0.152488,0.764171
713,8,0,0.152488,0.764171
714,8,0,0.152488,0.764171
715,8,0,0.152488,0.764171
716,8,0,0.152488,0.764171
717,8,0,0.152488,0.764171
718,8,0,0.152488,0.764171
719,8,0,0.152488,0.764171
720,8,0,0.152488,0.764171
721,8,0,0.152488,0.764171
722,8,0,0.152488,0.764171
723,8,0,0.152488,0.764171
724,8,0,0.152488,0.764171
725,8,0,0.152488,0.764171
726,8,0,0.152488,0.764171
727,8,0,0.152488,0.764171
728,8,0,0.152488,0.764171
729,8,0,0.152488,0.764171
730,8,0,0.152488,0.764171
731,8,0,0.152488,0.764171
732,8,0,0.152488,0.764171
733,8,0,0.152488,0.764171
734,8,0,0.152488,0.764171
735,8,0,0.152488,0.764171
736,8,0,0.153291,0.764536
737,8,0,0.154093,0.765949
738,8,0,0.154896,0.768405
739,8,0,0.155698,0.771893
740,8,0,0.156501,0.772251
741,8,0,0.157303,0.773647
742,8,0,0.158106,0.776075
743,8,0,0.158909,0.779525
744,8,0,0.159711,0.779876
745,8,0,0.160514,0.781255
746,8,0,0.161316,0.783656
747,8,0,0.162119,0.78707
748,8,0,0.162119,0.78707
749,8,0,0.162119,0.78707
750,8,0,0.162119,0.78707
751,8,0,0.162119,0.78707
752,8,0,0.162119,0.78707
753,8,0,0.162119,0.78707
754,8,0,0.162119,0.78707
755,8,0,0.162119,0.78707
756,8,0,0.162119,0.78707
757,8,0,0.162119,0.78707
758,8,0,0.162119,0.78707
759,8,0,0.162119,0.78707
760,8,0,0.162119,0.78707
761,8,0,0.162119,0.78707
762,8,0,0.162119,0.78707
763,8,0,0.162119,0.78707
764,8,0,0.162119,0.78707
765,8,0,0.162119,0.78707
766,8,0,0.162119,0.78707
767,8,0,0.162119,0.78707
768,8,0,0.162119,0.78707
769,8,0,0.162119,0.78707
770,8,0,0.162119,0.78707
771,8,0,0.162119,0.78707
772,8,0,0.162119,0.78707
773,8,0,0.162119,0.78707
774,8,0,0.162119,0.78707
775,8,0,0.162119,0.78707
776,8,0,0.162119,0.78707
777,8,0,0.162119,0.78707
778,8,0,0.162119,0.78707
779,8,0,0.162119,0.78707
780,8,0,0.162119,0.78707
781,8,0,0.162119,0.78707
782,8,0,0.162119,0.78707
783,8,0,0.162119,0.78707
784,8,0,0.162119,0.78707
785,8,0,0.162119,0.78707
786,8,0,0.162119,0.78707
787,8,0,0.162119,0.78707
788,8,0,0.162921,0.787415
789,8,0,0.163724,0.788777
790,8,0,0.164526,0.791152
791,8,0,0.165329,0.794531
792,8,0,0.165329,0.794531
793,8,0,0.165329,0.794531
794,8,0,0.165329,0.794531
795,8,0,0.165329,0.794531
796,8,0,0.165329,0.794531
797,8,0,0.165329,0.794531
798,8,0,0.165329,0.794531
799,8,0,0.165329,0.794531
800,8,0,0.165329,0.794531
801,8,0,0.165329,0.794531
802,8,0,0.165329,0.794531
803,8,0,0.165329,0.794531
804,8,0,0.165329,0.794531
805,8,0,0.165329,0.794531
806,8,0,0.165329,0.794531
807,8,0,0.165329,0.794531
808,8,0,0.165329,0.794531
809,8,0,0.165329,0.794531
810,8,0,0.165329,0.794531
811,8,0,0.165329,0.794531
812,8,0,0.165329,0.794531
813,8,0,0.165329,0.794531
814,8,0,0.165329,0.794531
815,8,0,0.165329,0.794531
816,8,0,0.165329,0.794531
817,8,0,0.165329,0.794531
818,8,0,0.165329,0.794531
819,8,0,0.165329,0.794531
820,8,0,0.165329,0.794531
821,8,0,0.165329,0.794531
822,8,0,0.165329,0.794531
823,8,0,0.165329,0.794531
824,8,0,0.165329,0.794531
825,8,0,0.165329,0.794531
826,8,0,0.165329,0.794531
827,8,0,0.165329,0.794531
828,8,0,0.165329,0.794531
829,8,0,0.165329,0.794531
830,8,0,0.165329,0.794531
831,8,0,0.165329,0.794531
832,8,0,0.166132,0.794868
833,8,0,0.166934,0.796215
834,8,0,0.167737,0.798564
835,8,0,0.168539,0.801909
836,8,0,0.169342,0.80224
837,8,0,0.170144,0.803571
838,8,0,0.170947,0.805896
839,8,0,0.17175,0.809207
840,8,0,0.172552,0.809532
841,8,0,0.173355,0.810848
842,8,0,0.174157,0.813149
843,8,0,0.17496,0.816427
844,8,0,0.175762,0.816746
845,8,0,0.176565,0.818047
846,8,0,0.177368,0.820325
847,8,0,0.17817,0.823572
